image,human_captions
ic-022.jpg,"['A woman hitting a tennis ball with a racquet.', 'A woman watches the tennis ball she just hit.', 'A young lady holding a tennis racquet on top of a tennis court.', 'A tennis player follows through on a contact with the ball.', 'Females tennis player holding your racket up to a ball.']"
ic-023.jpg,"['A busy street is crowded with umbrellas on a rainy day.', 'A crowded street of people with umbrellas on a rainy day.', 'Many people commuting through city street near river with umbrellas.', 'hundreds of people walking in the rain with umbrellas', 'A group of people standing next to a building holding umbrellas.']"
ic-024.jpg,"['A man with glasses riding in a car with an adorable dog in the backseat.', 'A man driving with his dog in the back seat.', 'A man driving  a car with his dog in the back seat.', 'A man driving with his dog in the backseat', 'A man is driving with his dog in the back seat.']"
ic-025.jpg,"['An open toilet with a sign posted on it.', 'A close the door when you leave sign on a toilet seat', 'a pink post-it-note that states, ""Close the door when you leave!!! Thanks."" attached to an open toilet seat lid', 'A white toilet with a pink note attached to the back.', 'A toilet seat with note reading ""close the door when you leave.""']"
ic-026.jpg,"['Bears sitting in the water in a fenced in enclosure.', 'Two bears interacting with eachother in a zoo river.', 'A couple of bears at the zoo playing in the water.', 'Two brown bears enjoying time in the water', 'Two big brown bears playing with one another']"
ic-027.jpg,"['A child and a man hold Nintendo Wii controllers.', 'A boy and man holding Wii remotes playing games.', 'A little boy playing Wii with people watching', 'A little boy and his father playing Wii.\\n', 'A kid playing in the living room while the Dad watches.']"
ic-028.jpg,"['A welcome cake for someone on a green table of some sort.', 'A large red and white sheet cake sitting on top of a table.', 'A cake with medicine box decoration on a table with knife by its side.', 'A grey table with a white and red cake next to knife.', 'A large cake and a knife on a table.']"
ic-029.jpg,"['a bird that is flying high over the sky', 'A lone bird soaring over a lush green valley.', 'A large bird in the air over a heavily forested area.', 'A hawk hovering high above a wooded city', 'a large bird flying across a valley with a lot of trees in it']"
ic-030.jpg,"['A man working on ski bindings with other ski gear around in a living area', 'The man is fixing his two skies so the shoe will fit.', 'A man sitting on the floor adjusting his skis', 'A man looks at his ski equipment inside his family room.', 'A man sits cross legged fixing skis on the floor.']"
ic-031.jpg,"['A tennis player contorts his body to hold his racket far back on the court.', 'A man jumping in the air swinging a tennis racket.', 'A man in white shirt and shorts playing a game of tennis.', 'an image of a tennis racket with a guy', 'A person is in mid air over a tennis court.']"
ic-032.jpg,"['A man sitting down at a table having a sandwich.', 'Man sitting at wooden table eating and drinking wine.', 'A smiling man eating matzah at a Passover Seder.', 'A man holding up a piece of food at a dinner table.', 'A man is smiling as he eats his passover dinner.']"
ic-033.jpg,"['a steaming pot cooking many types of vegetables.', 'Vegetable soup boils in pit while being mixed.', 'A pot of vegetables is cooking on a stove.', 'A broccoli stew being cooked in a large black pot.', 'A plan of cooking vegetables and a knife with broth.']"
ic-034.jpg,"['An old image of the Railway Station in toowoomba.', 'The horse drawn carriages are going down the street.', 'A older photo of a small town with carriages and horses .', 'An old image of an Australian railway station with horse drawn wagons going by.', 'Vintage photo of horse drawn carriages and brick buildings']"
ic-035.jpg,"['Beach chairs under umbrella at populated ocean beach.', 'Two beach chairs and a white and red umbrella at a beach.', 'Two beach chairs and an umbrella sit in the sand on a beach.', 'some chairs sand umbrella flag water and people', 'a couple of chairs out on a beach']"
ic-036.jpg,"['A sleek gray plane flying through a cloudy sky.', 'A large jet plane that is flying in the air.', 'The humongous wings of the plane have eight engines on them.', 'An Air plane is traveling high in the air.', 'a huge white airplane is flying through the sky']"
ic-037.jpg,"['A small wooden cutting board and knife with a cut apple.', 'Cutting board with knife and sliced apple next to peels and whole apple.', 'One whole apple and a pile of apple skins stands beside a cutting board with a knife and apple slices.', 'a wooden cutting board a knife and and apple', 'A cutting board with slices of peeled apple and a knife next to an apple and apple peels.']"
ic-038.jpg,"['a container seperated by two compartments having fruits and veggies', 'Two rectangular dishes hold a variety of fresh snack items.', 'a close up of a plastic container with food inside', 'A bento box with broccoli, tomatoes, blackberries, carrots, edamame, and rice with a smiley face.', 'This is a tray of fruits and vegetables']"
ic-039.jpg,"['There is an indoor toilet underneath a sign that says please flush.', 'A sign is seen posted above a toilet.', 'A bathroom with a red wall and poster in front of a toilet.', 'This bathroom has red and white walls and a poster.', 'A toilet with a poster above it in a bathroom']"
ic-040.jpg,"['A doll standing near a piece of pizza', 'A view of an anime character eating a slice of pizza.', 'A small female doll looks happily upon a piece of pizza on a plate.', 'a female action figurine sitting on a table next to a glass of water and pizza', 'A little blonde girl doll sitting in front of a white plate with a piece of pizza.']"
ic-041.jpg,"['a close up of a woman wearing jewelry and a boat in the background', 'A woman dressed up with a boat in the background.', 'The Indian woman is standing near the water.', 'A woman is adorned in head and body jewelry as a boat leaves the shore.', 'A woman stands by the water with a boat behind her.']"
ic-042.jpg,"['Many planes are parked on a plane run way', 'Airplanes at the airports, with baggage cars driving around.', 'Three planes parked in runway terminal at airport.', 'Planes and baggage cars at a busy airport', 'A lot of planes sit on the concrete.']"
ic-043.jpg,"['A HORSE IS IN THE BACK ON A DISPLAY WAGON', 'A horse stands on a platform at an animal show.', 'A small house stands in a small constraining carriage.', 'A brown pony standing on a wooden ramp.', 'A tan colored horse is tied to a treadmill.']"
ic-044.jpg,"['A picture of a red bus waiting for passengers.', 'That has to be the brightest red I have ever seen on the bus.', 'A bus that is parked in a lot next to another bus.', 'A bus is empty because all of the passengers just got off board.', 'A red bus parked next to another bus.']"
ic-045.jpg,"['A couple of large trucks in a corn field.', 'Two trucks driving through a field with a white crane', 'A red truck collection crops on a lush farm field.', 'Corn being picked from a field and blown into a waiting truck.', 'A red farm truck is getting filled with greenery.']"
ic-046.jpg,"['A stop sign over a grassy area next to trees.', 'a stop sign near a road near trees', 'A stop sign on street overgrown with weeds', 'A red stop sign sitting on the side of a road.', 'A stop sign turned away from the road toward an overgrown roadside.']"
ic-047.jpg,"['A young person playing a Nintendo ds while laying on a bed.', 'A woman plays a Nintendo DS on a bed', 'A woman with glasses lying on a bed while holding a tablet', 'A black and white photo of a woman lying down and playing with a Nintendo DS.', 'A woman with glasses on laying in a bed with a gadget.']"
ic-048.jpg,"['A kitchen filled with appliances and track lighting.', 'A clean kitchen with rubber gloves hanging from the cabinet', 'Kitchen scene, very large , brightly lit with white counter tops, lots of cabinet space.', 'This a very big kitchen with wood cabinets', 'A pair of yellow kitchen gloves hang from the cabinet.']"
ic-049.jpg,"['A cat laying on top of a couch next to a remote control.', 'A brown white and black cat is sitting on a sofa.', 'A cat sitting on the sofa next to the remote.', 'An orange, white, and black cat is laying on a couch near a remote control.', 'A cat that is sitting on a couch.']"
ic-050.jpg,"['People walk by a fountain holding umbrellas as it rains.', 'A family walking together in the rain with umbrellas.', 'A group of people crossing the street with British flag umbrellas.', 'People walking outside on a rainy day with umbrellas.', 'Two of the pedestrians walking in the square are holding British flag umbrellas.']"
ic-051.jpg,"['Two double-decker buses followed by two smaller trucks.', 'Several trucks and buses that are parked in a large garage.', 'A couple of red double decker buses parked next to a tow truck.', 'Red buses and a white truck parked in a building.', 'double decker busses sit inside a mainstance station']"
ic-052.jpg,"['SIX PEOPLE ON A BUS, WITH FIVE OF THEM ON THEIR ELECTRONICS', 'A group of people using their telephones on a subway car.', 'a close up of people sitting on a public transit train', 'Five people sitting on a subway checking their phones', 'A group of friends riding a subway while using cell phones.']"
ic-053.jpg,"['A double decker bus with neon lights at night.', 'A neon double decker bus is driving by a few pedestrians.', 'A bus that is decked out with multi colored lights on it.', 'some people standing around a bright lit up party bus', 'a colorful bus decorated with lights is standing on road at night.']"
ic-054.jpg,"['a carriage and a horse in front of a building', 'a drawing of a large buidling with smoke coming out of the chimneys', 'An old picture of a factory with some people walking by it.', 'A picture depicts an old factory with carriages on the street in front of it.', 'A painted picture of a  old fashion factory..']"
ic-055.jpg,"['A white stove with two metal pots on its back burners.', 'Image of an old fashioned gas stovetop and oven, with pots.', 'A white stove top oven sitting next to two counter tops.', 'A white stove and counter in a room.', 'Two pots sit atop an old school oven.']"
ic-056.jpg,"['A group of animals are standing in the snow.', 'A snow covered landscape with a cloudy horizon.', 'Animals walk across a snowy field beneath puffy white clouds.', 'Sheep forage for food in a snow covered range.', 'dry brush growing out of a snowy ground and animals in the background']"
ic-057.jpg,"['A beautiful woman in a short skirt holding a green tennis ball and a tennis racquet.', 'A female tennis player dribbles a ball on the court.', 'A woman about to serve a tennis ball', 'a tennis player getting ready to hit a serve', 'A woman holding a racket focuses on tennis ball.']"
ic-058.jpg,"['A table with two hot dogs with topping and french fries.', 'A person sitting at a table with two chili dogs and a pile of fries.', 'A table topped with hot dogs and fries.', 'Hot dog Philly cheese style next to very large order of fries.', 'The diner is getting ready to eat his hot dog and fries.']"
ic-059.jpg,"['A bathroom sink sitting under a mirror sitting next to a toilet.', 'a sink sitting next to a toilet and mirror', 'A bathroom with mint green walls and a white toilet.', 'A bathroom showing sink, mirror and toilet', 'A small bathroom has a mirror, vanity and toilet']"
ic-060.jpg,"['A pair of scissors sticking out of a wooden table.', 'Pair of scissors with tips implanted on surface near art display.', 'a pair of scissors impaled on a piece of wood', 'A pair of scissors stabbed onto a wooden counter top.', 'A pair of scissors sticking into a table.']"
ic-061.jpg,"['A tiny dog in a doggy bed covered with a blanket.', 'A little foxy dog is laying in a bed covered by a crocheted blanket and sticking his tongue out.', 'A small brown dog laying in a dog bed under a blanket.', 'A fluffy tan puppy lays down on a blanket, with its tongue out.', 'an image of a dog that is lying in a blanket']"
ic-062.jpg,"['a truck on a street next to a van', 'a narrow alley with two vehicles and a few people walking', 'A truck driving down a road next to tall buildings.', 'Two trucks that are sitting on the street.', 'Vehicle traffic on narrow roadway in urban area.']"
ic-063.jpg,"['A giraffe walking across a lush green field.', 'A giraffe stands very near a long legged bird on a grassy area.', 'A giraffe walking in a grassy area with a tall bird.', 'a number of animals on a field with trees', 'A big bird and a giraffe in a big grassy field.']"
ic-064.jpg,"['A dog looking at a slice of pizza.', 'a person holding a slice of pizza to a dog', 'A dog with red eyes attempting to climb a couch to eat a pizza being dangled in front of the dog by a human hand.', ""A hand holding a slice of pizza up to a small dog's face with a chew bone near the dog."", 'Puppy keeping an eye on a piece of pizza.']"
ic-065.jpg,"['A man holding a small white dog while wearing a black hat.', 'a man wearing a hat holding a dog wearing a hat', 'A man holding a dog wearing a costume in his arms.', 'A man in period costume holds a dog in period costume.', ""Man cradling dog dressed in uniform with it's head resting on his shoulder.""]"
ic-066.jpg,"['A white toilet sitting next to a white sink in a bathroom.', 'A bathroom is shown with a toilet, sink and bathtub.', 'A white bathroom is in need of a good cleaning and new spot to hang toilet paper.', 'The toilet is sitting with the toilet cover open, and a mop next to it.', 'Small toilet with the seat up next to a shower and sink.']"
ic-067.jpg,"['A tennis player in white wearing a white cap holds a red tennis racket.', 'A professional tennis player holds his racket looking exhausted.', 'a close up of a tennis player holding a racket', 'Tennis player looking at racket during match play.', 'A man with a racket on a tennis court.']"
ic-068.jpg,"['A person sitting at a table with two pizzas on pizza pans.', 'Two pizzas and salads are set on a table in this over-head shot.', 'A round table with people eating pizza and salad.', 'A table set for a dinner of pizza.', 'a table with two pizzas, plates, spatula, utensils, seasoning, drinks and salads.']"
ic-069.jpg,"['Three young men are standing next to four bicycles.', 'A group of three men standing next to bikes.', 'Three teenage boys wearing bike helmets posing with their bicycles.', 'Three men with helmets stand next to strange bikes.', 'Three boys posing with their helmets on and their bikes.']"
ic-070.jpg,"['a woman with purple hair is taking a picture of herself', 'A hipster with purple hair holding up a smart phone.', 'A woman with purple hair standing in front of a mirror', 'A wmoan with purple hair and a tie takes a self portrait.', 'a woman with purple hair takes a selfie']"
ic-071.jpg,"['two girls are riding a skateboard down the street.', 'Two young girls are skateboarding down a road.', 'Two girls on skateboards riding down a suburban street', 'A couple of pretty young ladies riding skateboards.', 'Two girls skateboarding toward a car on a city street.']"
ic-072.jpg,"['An umbrella sitting over a tray of food.', 'a table with cups pitchers and an umbrella', 'A french press and coffee cups on a tray under an umbrella.', 'There is a teapot and cups on the tray.', 'A table with an umbrella has a tray with cups on it.']"
ic-073.jpg,"['Some sunscreen that is sitting on the table.', 'A banana peel made to look like a clothing zipper.', 'A banana peel with a zipper drawn on it and a marker.', 'Zipper drawn on a banana peel with black marker', 'An empty banana peeling with a zipper drawn on it sitting next to a blue marker']"
ic-074.jpg,"['A view of a cellphone that appears to be split in two.', 'Two different flip phones sitting beside each other.', 'A  flip phone broken in half by cingular', 'A broke smart phone sitting on top of a table.', 'A broken flip phone sits, in two pieces, on the counter.']"
ic-075.jpg,"['A lady sitting on a wall talking on her cell phone.', 'a person sitting on the rocks on the telephone in front of a water fall', 'A woman is talking on her cell phone in front of a waterfall.', 'A woman is on a cell phone in front of a waterfall.', 'An obese women is sitting with a waterfall in the background.']"
ic-076.jpg,"['several people on the top of a mountain with skis', 'Several people around signs on a snowy hill, some skiing, some walking', 'Some men on skis and some men walking on a snowy hill.', 'A group of people standing on top of a snow covered slope.', 'A couple of people walking on top of a peak by others on skis.']"
ic-077.jpg,"['A herd of zebra walking across a field.', 'A herd of zebras standing a field, in the open.', 'a couple of zebras are off in a field', 'The zebras are heading towards their source of food.', 'Three zebras are walking on the grassin front of a hill.']"
ic-078.jpg,"['A woman standing next to a traffic signal on a street corner.', 'A woman is standing on the corner in protest.', 'A cityscape with several people holding signs protesting for a cause.', 'A street view of a protest and a woman with her fist raised.', 'A group of protestors holding signs on a side walk.']"
ic-079.jpg,"['A larger zebra resting its head on a smaller zebra.', 'One zebra resting its head on the back of another.', 'A Zebra is resting its head on the back of another Zebra.', 'two zebras are walking through a field together', 'two zebras standing in line with the head of one resting on the back of the other']"
ic-080.jpg,"['A man that is standing with a remote.', 'A serious-looking man points a remote at the camera.', 'A man is pointing a remote control at the camera', 'a man holds a wii remote in his hands', 'A man holding a remote at the camera.']"
ic-081.jpg,"['A herd of sheep grazing on a lush green hillside.', 'Oxen grazing on grass in an open valley.', 'A dog and some sheep in a field', 'Cows and brown lambs grassing in a green field.', 'A herd of sheep grazes peacefully on a green hillside.']"
ic-082.jpg,"['A man in camouflage snow suit next to snowboard on ice.', 'A man is standing next to his snowboard', 'An adult in ski suit and goggles standing in snow holding snowboard.', 'a man in a paint splashed suit holding a long skateboard', 'A person standing with a snow board in the right hand.']"
ic-083.jpg,"['A fanciful dressed piece of pizza on a plate.', 'There is a plate of food and a fork', 'A personal pizza with fresh tomatoes and arugala', 'Fork next to a plate of pizza and salad on the table', 'A slice of pizza and some salad on a white plate']"
ic-084.jpg,"['Black and white action photograph of a snowboard competitor', 'A snowboarder is doing a trick while in the air.', 'A snowboarder performing a trick in the air.', 'A helmeted person in the air on a board.', 'A black and white photo of a person on a snowboard.']"
ic-085.jpg,"['a couple of giraffes walk next to a stone wall', 'Two giraffes among a wall of rocks and trees.', 'Two giraffes are walking near a rock wall', 'Two giraffes walking in front of a stone structure.', '2 giraffes standing in front of a rock wall.']"
ic-086.jpg,"['A man without a shirt wearing a neck tie.', 'A smiling boy wearing a tie with no shirt.', 'a young bot with no shirt on and a tie', 'A shirtless boy wearing a tie with white background.', 'A young man poses for a camera while wearing a tie but no shirt.']"
ic-087.jpg,"['a pizza with some pepperoni and mushrooms', 'A pan of pizza with mushrooms and pepperoni', 'A large cooked pizza on a metal pan.', 'a close up of a pizza in a baking tray', 'A close up of a very tasty looking pizza.']"
ic-088.jpg,"['A room filled with furniture and hardwood floors.', 'The house appears to be clean and beautifully decorated.', 'View of a partial kitchen and living room.', 'A neat living room and clean kitchen with a hardwood floor.', 'An interior shot of a living area with wooden accent modern decor.']"
ic-089.jpg,"[""A trio of zebra's leaned over eating hay on the ground."", 'a few zebra are out in the open eating some hay', 'Three zebras are standing in a row grazing on hay.', 'Three zebras eat hay in black and white.', 'There are three zebras eating the grass and hay.']"
ic-090.jpg,"['A seated child rides with an older person on a skateboard.', 'A person riding a skateboard as a small child rides on the board.', 'A person and a child travel on a skateboard together.', 'Person standing on skateboard and a kid sitting on one.', 'A person and a child ride on a skateboard in this black and white photo.']"
ic-091.jpg,"['There is a black and white photo with a bench falling over.', 'A bench falls into a crack in the asphalt.', 'A large crack in the ground that a bench has fallen into.', 'A caved in street with a bench in the hole', 'A bench sits at a wrong angle down a gully as the water of the river next to it appears to be high.']"
ic-092.jpg,"['A person hitting a tennis ball with a racquet.', 'A male tennis player reaching up to hit the ball.', 'A tennis player wearing all white reaches hi racket up to a ball.', 'a male is wearing white and playing tennis', 'A man reaches his tennis racket up to hit the ball.']"
ic-093.jpg,"['A figurine is standing on the pavement and carrying a skateboard.', 'A toy Fry from Futurama holding a skateboard.', 'A little toy that is holding onto a toy skateboard.', 'Male action figure with a surf board posed on the ground.', 'A small action figure from Futurerama holding a skate board.']"
ic-094.jpg,"['A woman on a bench plays an accordion as a man looks on.', 'A person sitting on a bench playing an accordion.', 'A woman sitting on a bench holding an accordion.', 'a person sitting on a green park bench', 'A woman sitting on a metal bench playing an accordion with passersby.']"
ic-095.jpg,"['A small train is going through a garden with people watching.', 'People waiting on a train platform in a wooded area', 'a train being operated on train tracks with trees in the background', 'There is a train stopped at a station.', 'Small red and white train passing while people take pictures.']"
ic-096.jpg,"['A vase that has some white flowers in it.', 'A clear vase of white flowers sits on a window sill.', 'A clear vase sitting on a window sill with a view of the woods.', 'a vase with a couple flowers sits in front of a window', 'The vase of flowers is sitting in the window.']"
ic-097.jpg,"[""A white dog carrying a red frisbee in it's mouth."", 'a white dog wal,ing across the grass while holding onto a red frisbee', 'A dog with a frisbee in its mouth in a field with other dogs.', 'A group of dogs hanging out in a park one has a toy in his mouth.', 'A variety of dogs play in a field with a frisbee']"
ic-098.jpg,"['A green apple on a wooden cutting board next to peeler.', 'A peeled apple with peels sits on the cutting board with the peeler.', 'An apple, peeler, peel and seeds on a wooden cutting board.', 'A peeled apple is sitting on the cutting board with a peeler.', 'Cleaned apple sitting next to apple peel and peeler.']"
ic-099.jpg,"['A group of boats with passengers docked at a fenced wall with a crowd at the fence.', 'a number of small boats in a body of water', 'A large group of people with umbrellas look at the boats below.', 'A large group of people with umbrellas next to the water.', 'A anal filled with boats and the street above it filled with people under umbrellas.']"
ic-100.jpg,"['A tennis player is swinging to hit the ball.', 'A man playing tennis on a tennis court during the day.', 'man playing tennis on an outdoor tennis court', 'A man hitting a tennis ball on a tennis court.', 'A man hitting a tennis ball with a racquet on a court.']"
